id,sent0,sent1,label
843,عيد ال+ فصح هو ال+ مكان الذي يظهر في +ه أرنب عيد ال+ فصح .,عبار +ة سانتا هي ال+ مكان الذي يظهر في +ه أرنب عيد ال+ فصح .,1
844,فاز +ت ب+ ال+ ميدالي +ة ال+ ذهبي +ة في ال+ مركز ال+ أول في ماراثون,فاز +ت ب+ ال+ ميدالي +ة ال+ ذهبي +ة في ال+ مركز ال+ أخير في ماراثون,1
845,استخدم شعل +ة ل+ +ه ل+ ال+ تفكير في ال+ حوادث ال+ محتمل +ة,استخدم دماغ +ه ل+ ال+ تفكير في ال+ حوادث ال+ محتمل +ة,0
846,يتم وضع شطير +ة في صندوق أدو +ات,يتم وضع مفك ال+ براغي في صندوق ال+ أدو +ات,0
847,شاهد ال+ ناس ال+ أسد يمشي في حديق +ة ال+ حيوان +ات,شاهد ال+ ناس ال+ أسماك تمشي في حديق +ة ال+ حيوان +ات,1
848,أكل شطير +ة بولونيا .,أكل ال+ نعام كل +ه .,1
849,صب ال+ حليب في كوب ال+ شاي,صب ال+ كيروسين في فنجان ال+ شاي,1
850,ال+ قرود تدخن,بيري يدخن .,0
851,وضع أغراض ال+ بقال +ة بعيد +ا في ال+ خزان +ة .,وضع ال+ آيس كريم بعيد +ا في ال+ خزان +ة .,1
852,اشتري +ت أغراض من سوق ال+ مزارع +ين .,اشتري +ت ال+ أسهم في سوق ال+ مزارع +ين .,1
853,أنت ب+ حاج +ة إلى ال+ مال ل+ دفع ال+ فواتير,أنت ب+ حاج +ة إلى فرن ل+ دفع ال+ فواتير,1
854,أمين ال+ صندوق هو وظيف +ة شائع +ة لدى ال+ ناس .,ال+ رئيس وظيف +ة مشترك +ة ل+ ال+ ناس .,1
855,ذهب +ت إلى ال+ كنيس +ة من أجل ولاد +ت +ها,ذهب +ت إلى ال+ كنيس +ة لأدآء صلا +ت +ها,0
856,عيد ميلاد جولي في 28 فبراير .,عيد ميلاد جولي في 30 فبراير .,1
857,تعمل أجهز +ة ال+ كمبيوتر على ال+ مطاحن .,تعمل أجهز +ة ال+ كمبيوتر على ال+ بطاري +ات,0
858,تفتح بعض ال+ أبواب عن طريق إدار +ة ال+ مقبض و+ ال+ سحب .,تفتح جميع ال+ أبواب ب+ سحب +ها ل+ أسفل و+ دفع +ها إلى ال+ أرض .,1
859,تساعدك قراء +ة ال+ كتب على أن تصبح أكثر ذكاء,تساعدك قراء +ة صحف ال+ تابلويد على أن تصبح أكثر ذكاء,1
860,وضع ال+ بيض في ال+ ثلاج +ة,وضع سيار +ة في ال+ ثلاج +ة,1
861,ال+ حال +ة : أجلس على موقد,ال+ حال +ة : أجلس على كرسي,0
862,ب+ ال+ أمس تحدث جاري مع +ي .,أمس تحدث +ت مائد +ت +ي لي .,1
863,كان +ت هناك شاحن +ة تتحرك في ال+ بحر .,كان +ت هناك سفين +ة تبحر في ال+ بحر .,0
864,أنت تأكل ب+ عيني +ك,أنت تأكل ب+ أسنان +ك,0
865,ال+ جري هو شكل سهل من ال+ تمارين .,ال+ بكاء هو شكل سهل من ال+ تمارين .,1
866,ل+ شجر +ة ال+ بلوط خياشيم ل+ ال+ تنفس تحت ال+ ماء .,سمك +ة لدي +ها خياشيم ل+ ال+ تنفس تحت ال+ ماء .,0
867,وصل إلى ال+ مطعم ل+ ال+ حاق ب+ ال+ طائر +ة,وصل إلى ال+ مطار ل+ ال+ حاق ب+ ال+ طائر +ة,0
868,أخذ +ت +ه سيار +ة إسعاف على ال+ فور إلى ال+ مقهى .,تم نقل +ه على ال+ فور إلى ال+ مستشفى ب+ سيار +ة إسعاف .,0
869,ال+ أزرق هو لون ال+ سماء .,ال+ أزرق هو لون ال+ شمس .,1
870,وضع ال+ حجار +ة داخل ال+ غسالة,ضع ال+ ملابس داخل ال+ غسالة,0
871,تسابق ال+ نعام عبر ال+ طريق إلى ال+ حقل,طار ال+ نعام +ة إلى ال+ قمر و+ ال+ عود +ة,1
872,غالب +ا ما تعيش ال+ أرانب في ال+ شقق,غالب +ا ما يعيش ال+ ناس في شقق,0
873,قرأ فرانك ثلاث +ين كتاب +ا هذا ال+ عام .,يقرأ فرانك كل كتاب في سن +ة واحد +ة .,1
874,أكل +ت نمل +ة ال+ بيتزا ال+ خاص +ة بي .,ديف أكل بيتزا ال+ خاص ب+ +ه .,0
875,ذهب ال+ أطفال إلى حديق +ة ال+ حيوان +ات ل+ رؤي +ة ال+ حيوان +ات,ذهب ال+ أطفال إلى حديق +ة ال+ حيوان +ات ل+ تناول ال+ طعام,1
876,أفضل طريق +ة ل+ صنع ال+ دجاج ال+ مشوي هي مع ال+ موز ال+ أقدم .,أفضل طريق +ة ل+ صنع خبز ال+ موز هي استخدام ال+ موز ال+ أكبر حجم +ا .,0
877,كيتي مزيف +ة,كيتي صغير +ة,0
878,نحن ب+ حاج +ة إلى ال+ سيار +ات ل+ تكون على قيد ال+ حيا +ة,نحتاج إلى ال+ ماء ل+ كي نكون على قيد ال+ حيا +ة,0
879,أكل ال+ دب ال+ قمام +ة,أكل صندوق ال+ قمام +ة ال+ دب,1
880,حمام +ات ال+ سباح +ة مليئ +ة ب+ ال+ مياه,حمام +ات ال+ سباح +ة مليئ +ة ب+ ال+ حمض,1
881,صديق +ي أكشاي +ا يأكل كيت كات يومي +ا .,صديق +ي أكشاي +ا يأكل طباشير يومي +ا .,1
882,أكل +وا سيجار +ة بعد ال+ ظهر,أكل +وا لحم ال+ خنزير في فتر +ة ما بعد ال+ ظهر,0
883,رائح +ة ال+ مياه ال+ جديد +ة سيئ +ة,شق +ت +ك ال+ جديد +ة تنبعث من +ها رائح +ة كريه +ة,0
884,ذهب أخ +ي إلى ال+ هاتف ال+ محمول,ذهب أخ +ي إلى ال+ شاطئ,0
885,يمكن أن ينمو ال+ مال في ال+ حديق +ة,يمكن أن تنمو ال+ زهور في ال+ حديق +ة,0
886,أتحدث فقط مع والد +ت +ي من قدم +ي,أتحدث فقط مع أم +ي عن طريق فمي,0
887,كتب على جهاز ال+ كمبيوتر ال+ خاص ب+ +ه ب+ استخدام ال+ بيانو,كتب على جهاز ال+ كمبيوتر ال+ خاص ب+ +ه ب+ استخدام لوح +ة ال+ مفاتيح,0
888,سمع ال+ موسيقى في زجاج ال+ تبريد ال+ خاص ب+ +ه,سمع ال+ موسيقى في مشغل ال+ موسيقى ال+ محمول ال+ خاص ب+ +ه,0
889,سيار +ت +ي دائري +ة,ال+ مشتري كوكب,0
890,كان علي +ه أن يرسل إلى حديق +ة بعد أن قابل حادث +ا .,كان يرسل إلى مستشفى بعد أن قابل حادث +ا .,0
891,هناك 50 ولاي +ة في ال+ ولاي +ات ال+ متحد +ة .,هناك 50 مدين +ة في ال+ ولاي +ات ال+ متحد +ة ال+ أمريكي +ة .,1
892,سأستخدم ال+ فريزر ل+ تسخين طعام +ي .,سأستخدم ال+ ميكروويف ل+ تسخين طعام +ي .,0
893,ذهب +ت ل+ شراء مستحضر +ات ال+ تجميل في مركز ال+ تسوق .,ذهب +ت ل+ شراء مستحضر +ات ال+ تجميل في قاع +ة ال+ صلا +ة .,1
894,فتح +ت ال+ باب ب+ فرشا +ة أسنان +ها,فتح +ت ال+ باب ب+ مفتاح +ها,0
895,يمكن ل+ ال+ أطفال ال+ لعب على ال+ طريق ال+ سريع,يمكن ل+ ال+ أطفال ال+ لعب في ال+ فناء,0
896,يمكن +ك ال+ عثور على أسد في ال+ محيط,يمكن +ك ال+ عثور على حو +ت في ال+ محيط,0
897,أخ +ي يشتري بلاستيك,أخ +ي يأكل ال+ بلاستيك,1
898,غمس رقائق +ه في ال+ رمل .,غمس رقائق +ه في ال+ صلصا .,0
899,جفف ملابس +ه في ضوء ال+ شمس,جفف ملابس +ه في ضوء ال+ قمر,1
900,عاد +ة ما يتبرع ال+ ناس ب+ ال+ حجار +ة في عيد ال+ ميلاد,عاد +ة ما يتبرع ال+ ناس ب+ ال+ هدايا في عيد ال+ ميلاد,0
901,ذهب +ت ل+ ال+ سباح +ة في ال+ بحير +ة .,ذهب +ت ل+ ال+ سباح +ة في ال+ ذر +ة .,1
902,رأ +وا ال+ فيلم في ال+ تلفزيون,رأ +وا ال+ فيلم في طباخ,1
903,يجب أن تحصل على تنظير ال+ قولون ل+ ال+ تحقق من سرطان ال+ قولون .,يجب علي +ك ال+ حصول على سيار +ة ل+ فحص سرطان ال+ قولون .,1
904,أخ +ي يشتري سيار +ة ال+ يوم,أخ +ي يشتري ال+ سماء ال+ يوم,1
905,ال+ حبار حيوان +ات بري +ة,ال+ حبار مخلوق +ات مائي +ة,0
906,لعب ال+ أطفال في ال+ ثلاج +ة,لعب ال+ أطفال في ال+ حديق +ة,0
907,ال+ كافتيريا تهتم ب+ ال+ مرضى .,ال+ مستشفى يعتني ب+ ال+ مرضى .,0
908,ال+ بنادق تطلق ال+ رصاص من خلال ال+ قو +ة ال+ متفجر +ة .,ال+ بنادق تولد ال+ رصاص من خلال ال+ قوى ال+ متفجر +ة .,1
909,تدور ال+ أرض أيض +ا حول ال+ قمر .,ال+ قمر يدور حول ال+ أرض .,0
910,أطعم +ت قط +ت +ها في وقت مبكر من صباح ال+ يوم .,أطعم +ت كرسي +ها في وقت مبكر من صباح ال+ يوم .,1
911,أحب أكل أي معجن +ات مصنوع +ة من ال+ رمل .,أحب أكل أي معجن +ات مصنوع +ة من ال+ قمح .,0
912,يمكنني عد ال+ نجوم .,لا يمكنني عد ال+ نجوم .,0
913,صعد جبل +ا ب+ استخدام دراج +ت +ه ال+ جبلي +ة,صعد جبل +ا ب+ استخدام لوح ال+ تزلج ال+ خاص ب+ +ه,1
914,قام ال+ طبيب ب+ إزال +ة ال+ لوز +ت +ين .,قام ال+ طبيب ب+ إزال +ة عقلي .,1
915,طلب +ت ال+ بيتزا من خلال ال+ هاتف ال+ محمول,طلب +ت ال+ بيتزا من خلال قلم ال+ رصاص,1
916,اشترى كتاب +ا ل+ قراء +ت +ه,اشترى كتاب +ا ل+ يأكل +ه,1
917,ال+ بنتاغون ل+ +ه ست +ة جوانب .,ال+ خماسي ل+ +ه خمس +ة جوانب .,0
918,تسير ال+ سيار +ة على ال+ رصيف و+ ال+ مشا +ة في منتصف ال+ طريق,تسير ال+ مشا +ة على ال+ رصيف و+ ال+ سيار +ة على ال+ طريق,0
919,صندوق ال+ ثعابين هو هدي +ة مثالي +ة ل+ ال+ أطفال .,علب +ة ال+ شوكولات +ة هي هدي +ة مثالي +ة ل+ ال+ أطفال .,0
920,شرب +ت ال+ قهو +ة من ال+ كوب,شرب +ت ال+ فراول +ة من ال+ كوب,1
921,ذهب ل+ ال+ زواج في ال+ سيار +ة,ذهب ل+ ال+ زواج ب+ ال+ قلم,1
922,ال+ دبب +ة هي نوع من ال+ ثديي +ات,ال+ لقالق هي نوع من ال+ ثديي +ات,1
923,أطعم +ت دمي +ت +ي .,أطعم +ت كلبي .,0
924,يمكن +ك ال+ عثور على عضو في ال+ كنيس +ة .,يمكن +ك ال+ عثور على عضو في ال+ حقيب +ة .,1
925,أكل +ت ال+ أسر +ة طاول +ة في ال+ حفل +ة .,أكل +ت ال+ أسر +ة ال+ هامبرغر في ال+ حفل +ة .,0
926,يحب ال+ رقص مع طائر ال+ دودو .,يحب ال+ رقص مع أصدقائ +ه .,0
927,ال+ مشي في ال+ مطر يجعل ف+ س+ تان +ه مبلل +ا ب+ ال+ عرق,ال+ مشي في ال+ مطر يجعل ثوب +ه مبلل +ا ب+ ال+ ماء,0
928,ال+ بخار هو بخار ال+ ماء .,ال+ بخار هو بخار ال+ ماء ال+ مبرد .,1
929,ال+ دلافين في ال+ بحر حمراء,ال+ دلافين في ال+ بحر زرقاء,0
930,أكل ال+ آيس كريم ل+ ال+ حلوى .,أكل مسامير ل+ ال+ حلوى .,1
931,لقد شغل +ت ال+ وساد +ة ال+ وساد +ة,لقد شغل +ت تكييف ال+ هواء,0
932,ملأ سيار +ت +ه ب+ ال+ بنزين .,ملأ سيار +ت +ه ب+ ال+ جيلو .,1
933,يأكلني دقيق ال+ شوف +ان دائم +ا في ال+ صباح .,أنا دائم +ا أتناول دقيق ال+ شوف +ان في ال+ صباح .,0
934,أنيمي هو عمل مباشر,ال+ أنمي هي ال+ رسوم ال+ متحرك +ة,0
935,+ان +ه يدردش مع صديق +ه ب+ استخدام جهاز ال+ تحكم عن بعد .,دردش مع صديق +ه ب+ استخدام ال+ هاتف .,0
936,تحتوي حدائق ال+ حيوان على ال+ عديد من ال+ حيوان +ات ال+ غريب +ة .,تحتوي حدائق ال+ حيوان على ال+ عديد من ال+ حيوان +ات ال+ منقرض +ة .,1
937,ركض +ت في ال+ سباق و+ فاز +ت ب+ أخت,ركض +ت في ال+ سباق و+ فاز +ت ب+ جائز +ة,0
938,دانييلا امرأ +ة جميل +ة,دانييلا دانمركية جميل +ة,1
939,يقاتل ال+ ناس بعض +هم ال+ بعض عندما يغضب .,يقاتل ال+ ناس بعض +هم ال+ بعض عندما يكون +ون مسالم +ين .,1
940,ذهب +ت ل+ ال+ حصول على ال+ بنزين في ال+ فندق,ذهب +ت ل+ ال+ حصول على ال+ بنزين من ك+ ازي +ة ال+ بنزين,0
941,أنا نم +ت علي ال+ اريك +ة,لقد نام على شاش +ة ال+ تلفزيون .,1
942,فاز ب+ ميدالي +ة ال+ أرز في ال+ سباق,فاز ب+ ال+ ميدالي +ة ال+ ذهبي +ة في ال+ سباق,0
943,علق +ت ملصق على ال+ حائط .,علق +ت سيار +ة على ال+ حائط .,1
944,أكل شطير +ة على ال+ غداء .,أكل صخر +ة على ال+ غداء .,1
945,اعتقل ال+ شرطي ال+ سارق .,اعتقل ال+ شرطي ال+ سمك +ة .,1
946,قفز +ت ال+ قط +ة على ناطح +ة سحاب,قفز +ت ال+ قط +ة على ال+ سرير,0
947,ذهب +ت إلى سوق ال+ خضار ل+ إيداع أموال +ي .,ذهب +ت إلى ال+ بنك ل+ إيداع أموال +ي,0
948,لقد صنع +ت كوب من ال+ تراب,حضر +ت فنجان قهو +ة,0
949,ال+ يد هي جزء من جسم ال+ إنسان .,ال+ يد جزء من شجر +ة .,1
950,حصل +ت إيزابيل على ال+ دهون هذا ال+ صيف,حصل +ت إيزابيل على ال+ لون ال+ أخضر هذا ال+ صيف,1
951,ال+ زبدة منتج من ال+ حليب,ال+ زبدة منتج من ال+ أرز,1
952,يكون ال+ جليد أكثر انزلاق +ا عندما يكون غير متوقع .,يصبح ال+ جليد أكثر انزلاق +ا عند ال+ ذوبان .,1
953,وضع قط +ة في مقلم +ة .,وضع ال+ قلم في مقلم +ة .,0
954,تذهب إلى ال+ كلي +ة ب+ سيار +ت +ها,تذهب إلى ال+ كلي +ة عن طريق ال+ كتاب,1
955,عندما كان +ت أخت +ي في ال+ مستشفى ، تلق +ت بطاق +ات و+ زهور .,عندما كان +ت أخت +ي في ال+ متجر ، تلق +ت بطاق +ات و+ زهور .,1
956,إذا +كن +ت تدرس اجتياز ال+ امتحان +ات,إذا تجنب +ت اجتياز ال+ امتحان +ات,1
957,ابني يأكل ال+ قذار +ة في نهاي +ة كل أسبوع .,يحب ابني تناول ال+ بيتزا في نهاي +ة كل أسبوع .,0
958,ال+ جبال من بولندا مرتفع +ة ل+ ال+ غاي +ة,شواطئ بولندا مرتفع +ة ل+ ال+ غاي +ة,1
959,فحص ال+ وقت في ال+ مراقب +ة,فحص ال+ وقت ب+ ال+ قلم,1
960,أقشر ال+ مانجو و+ أقوم ب+ هز ال+ موز .,أقشر ال+ موز و+ أهز ال+ موز .,0
961,أنا أوقف سيار +ت +ي في ال+ مرآب,أنا أوقف سيار +ت +ي في ال+ حديق +ة,1
962,أعطاني طبيب +ي آخر جرع +ة من ال+ حقن أمس .,أعطاني ميكانيكي ال+ جرع +ة ال+ أخير +ة من ال+ حقن أمس .,1
963,نحن ب+ حاج +ة إلى إنقاذ حيا +ت +ه مع مكايل +ين من ال+ سم .,نحن ب+ حاج +ة إلى إنقاذ حيا +ت +ه ب+ قطع +ت +ين من ال+ دم .,0
964,استخدم +ت موز +ة ل+ رفع ب+ نطال +ها .,استخدم +ت حزام +ا ل+ رفع ب+ نطال +ها,0
965,طائر يطير في ال+ سماء,خنزير يطير في ال+ سماء,1
966,أكل +ت دجاج +ة حي +ة,أكل +ت قطع +ة دجاج,0
967,يستخدم ال+ حظير +ة ل+ طباع +ة ال+ صور,يستخدم خرطوش +ة ملون +ة ل+ طباع +ة ال+ صور,0
968,هي تختار برتقال من شجر +ة ال+ برتقال .,إن +ها تلتقط ال+ برتقال من شجر +ة ال+ نخيل .,1
969,معظم ال+ مدن لدي +ها فريق كر +ة قدم .,يوجد في بعض ال+ مدن فريق كر +ة قدم .,0
970,ملأ حوض ال+ استحمام ب+ ال+ ماء,ملأ حوض ال+ استحمام ب+ ال+ نار,1
971,ال+ موسيقي +ون لدي +هم عين عظيم +ة,ال+ موسيقي +ون لدي +هم أذن رائع +ة,0
972,ذهب صبي إلى ال+ مكتب +ة ل+ أخذ ال+ كتب,ذهب صبي إلى ال+ حمام ل+ يأخذ ال+ كتب,1
973,قد يؤثر ال+ كحول على ذاكر +ة ال+ أحداث .,يمكن ل+ ال+ كحول أن يحسن ذاكر +ة ال+ مرء من ال+ أحداث .,1
